tweet_id,author,text,timestamp_utc,is_retweet,is_deleted,ts_confidence
3246382217,trump,'Think. That’s the first step. Use all your power to utilize and develop that capability' --Donald J. Trump http://tinyurl.com/pqpfvm,2009-08-11T13:50:00.000000+00:00,False,False,min
3308367056,trump,Ivanka is now on Twitter - You can follow her @ IvankaTrump - Have a terrific weekend!,2009-08-14T13:33:00.000000+00:00,False,False,min
3427503309,trump,-- Watch Donald Trump's recent appearance on The Late Show with David Letterman: http://tinyurl.com/klts6b,2009-08-20T12:43:00.000000+00:00,False,False,min
3450626731,trump,Watch the Miss Universe competition LIVE from the Bahamas - Sunday,2009-08-21T13:32:00.000000+00:00,False,False,min
3498743628,trump,Reminder: The Miss Universe competition will be LIVE from the Bahamas - Tonight @9pm (EST) on NBC: http://tinyurl.com/mrzad9,2009-08-23T20:12:00.000000+00:00,False,False,min
3627328938,trump,- Donald Trump bids to buy the Oreo Double Stuf Racing League. Check it out: http://www.nabiscoworld.com/oreo/dsrl/home.aspx,2009-08-29T15:23:00.000000+00:00,False,False,min
3688564134,trump,- More hysterical DSRL videos featuring Donald Trump and 'Double Trump' plus enter Golden Lick Race Sweepstakes: http://tinyurl.com/6asujj,2009-09-01T12:55:00.000000+00:00,False,False,min
3982428551,trump,Read Donald Trump's Top Ten Tips for Success: http://tinyurl.com/mcn8yl,2009-09-14T14:50:00.000000+00:00,False,False,min
4472353826,trump,'A lot of people have imagination,2009-09-29T14:28:00.000000+00:00,False,False,min
4629116949,trump,- Read what Donald Trump has to say about daughter Ivanka's upcoming new book,2009-10-05T13:37:00.000000+00:00,False,False,min
4862580190,trump,Watch video of Ivanka Trump sharing business advice with 4 entrepreneurial women on GMA: http://tinyurl.com/yk6hlfo,2009-10-14T13:13:00.000000+00:00,False,False,min
5069623974,trump,Hear Donald Trump discuss big gov spending,2009-10-22T12:57:00.000000+00:00,False,False,min
5203117820,trump,--From Donald Trump: 'Ivanka and Jared’s wedding was spectacular,2009-10-27T14:31:00.000000+00:00,False,False,min
5364614040,trump,--Work has begun,2009-11-02T13:57:00.000000+00:00,False,False,min
5775731054,trump,Donald Trump Partners with TV1 on New Reality Series Entitled,2009-11-16T20:06:00.000000+00:00,False,False,min
6090839867,trump,Wishing you and yours a very Happy and Bountiful Thanksgiving!,2009-11-26T18:55:00.000000+00:00,False,False,min
6312794445,trump,Trump International Tower in Chicago ranked 6th tallest building in world by Council on Tall Buildings & Urban Habitat http://bit.ly/sqvQq,2009-12-03T18:39:00.000000+00:00,False,False,min
6971079756,trump,From Donald Trump: Wishing everyone a wonderful holiday & a happy,2009-12-23T16:38:00.000000+00:00,False,False,min
7677152231,trump,Celebrity Apprentice returns to NBC,2010-01-12T17:05:00.000000+00:00,False,False,min
7793032738,trump,Trump Tycoon App for iPhone & iPod Touch - It's $2.99 but the advice is priceless! http://bit.ly/UGUF0,2010-01-15T15:28:00.000000+00:00,False,False,min
8033746720,trump,from Donald Trump: 'I saw Lady Gaga last night and she was fantastic!',2010-01-21T15:58:00.000000+00:00,False,False,min
8083871612,trump,Golf Channel & Donald Trump's World of Golf host a Celebrity Match 1/25 @TNGC LA,2010-01-22T19:51:00.000000+00:00,False,False,min
8770493686,trump,Superbowl Sunday is a great American tradition. The Colts and Saints are already champions,2010-02-07T15:54:00.000000+00:00,False,False,min
8905123688,trump,Donald Trump appearing today on CNN International’s ‘Connect the World’ as ‘Connector of the Day’. Submit questions: http://bit.ly/bPiP7T,2010-02-10T14:17:00.000000+00:00,False,False,min
8975219053,trump,Donald Trump appeared on the final episode of The Jay Leno Show to deliver a very special message: http://bit.ly/cv1En7,2010-02-11T18:57:00.000000+00:00,False,False,min
9696989458,trump,From Donald Trump: “I’m so proud of my wife Melania and the launch of her new jewelry line,2010-02-26T20:18:00.000000+00:00,False,False,min
10027087487,trump,From Donald Trump: Andrea Bocelli @Mar-a-Lago - Many say best night of entertainment in long history of Palm Beach http://bit.ly/2fNgOz,2010-03-05T13:51:00.000000+00:00,False,False,min
10388634535,trump,The Celebrity Apprentice has a two-hour premiere this Sunday,2010-03-12T19:30:00.000000+00:00,False,False,min
10528960360,trump,The new season of the Celebrity Apprentice is off to a great start-- last night it swept the 10 p.m. hour in every key demographic.,2010-03-15T17:21:00.000000+00:00,False,False,min
10625708767,trump,Olympic Gold Medalist Evan Lysacek just left my office. He is in town and wanted to meet me--he's a fanastic guy and a true champion.,2010-03-17T14:14:00.000000+00:00,False,False,min
10683036402,trump,I am happy to announce that theoriginal Apprentice --which will offer job opportunities to those in need--is coming back.,2010-03-18T17:17:00.000000+00:00,False,False,min
10723856371,trump,Last week's episode of the Celebrity Apprentice set the stage for a great new season. Tune in this Sunday on NBC for even more excitement.,2010-03-19T13:08:00.000000+00:00,False,False,min
10932826995,trump,The Trump Hotel Collection is currently nominated for Conde Nast Traveler Readers Choice Awards,2010-03-23T15:26:00.000000+00:00,False,False,min
10988912416,trump,The original Apprentice is coming back--do you have what it takes to be the next Apprentice? For casting details: http://tinyurl.com/yly2c8u,2010-03-24T16:13:00.000000+00:00,False,False,min
11266002473,trump,The NYC casting call for The Apprentice is thisThursday,2010-03-29T18:31:00.000000+00:00,False,False,min
11366768299,trump,Don't forget the open call at Trump Tower tomorrow for The Apprentice. I look forward to seeing you there.,2010-03-31T12:41:00.000000+00:00,False,False,min
11439299597,trump,Today's open call drew thousands of eager applicants. It was an impressive group,2010-04-01T17:51:00.000000+00:00,False,False,min
11698350863,trump,Last night Melania and I attended the Skating with the Stars Gala at Wollman Rink in Central Park,2010-04-06T12:33:00.000000+00:00,False,False,min
11701179384,trump,Then we attended the Scottish fashion show that benefits veterans,2010-04-06T13:34:00.000000+00:00,False,False,min
11710963303,trump,My bestselling book from last April,2010-04-06T17:08:00.000000+00:00,False,False,min
11782136751,trump,Trump SoHo opens this Friday and it is fantastic! Check out the Trump Hotel Collection... http://www.trump.com/,2010-04-07T18:23:00.000000+00:00,False,False,min
11889453121,trump,This is a terrific day for downtown New York. Trump SoHo is unlike anything else. Be sure to visit this fantastic hotel soon!,2010-04-09T15:36:00.000000+00:00,False,False,min
12057473512,trump,The premiere of 'Donald J. Trump's Fabulous World of Golf' is tomorrow night at 9 p.m. ET on Golf Channel. Tune in for a great adventure!,2010-04-12T16:37:00.000000+00:00,False,False,min
12104502409,trump,Looking forward to seeing the World Champion Yankees today on opening day!,2010-04-13T12:49:00.000000+00:00,False,False,min
12183298109,trump,'Before Kids Can Go Places,2010-04-14T19:49:00.000000+00:00,False,False,min
12290268118,trump,On Sunday,2010-04-16T14:55:00.000000+00:00,False,False,min
12535153342,trump,Tune in to The Marriage Ref onThursday night at 10 p.m. on NBC--I'm on the panel of experts along with Gloria Estefan & Adam Carolla.,2010-04-20T19:12:00.000000+00:00,False,False,min
12580081834,trump,Melania and I saw American Idiot on Broadway last night and it was great. An amazing theatrical experience!,2010-04-21T13:43:00.000000+00:00,False,False,min
12642103351,trump,Melania and I will be appearing on The View tomorrow at 11 a.m. on CBS. Tune in for some great fun!,2010-04-22T13:31:00.000000+00:00,False,False,min
12707966134,trump,To put on your calendar for May: Miss USA 2010,2010-04-23T14:22:00.000000+00:00,False,False,min
12884286007,trump,Our thoughts and prayers remain with Bret Michaels and his family and for his speedy recovery.,2010-04-26T12:58:00.000000+00:00,False,False,min
13008593779,trump,Melania and I will be appearing on Larry King Live tonight,2010-04-28T13:13:00.000000+00:00,False,False,min
13074208628,trump,Melania will be on QVC tomorrow night at 9 p.m. ET to introduce her beautiful and inspiring Melania Timepieces & Fashion Jewelry collection.,2010-04-29T14:22:00.000000+00:00,False,False,min
13136246779,trump,Be sure to look for my beautiful wife Melania Trump tonight on QVC at 9 pm ET where she will be debuting her fantastic jewelry collection.,2010-04-30T14:53:00.000000+00:00,False,False,min
13314283231,trump,Looking forward to the 2010 Miss USA Pageant,2010-05-03T15:35:00.000000+00:00,False,False,min
13314425371,trump,Also appearing on the Miss USA Pageant will be Country Superstar Trace Adkins and Pop Rock Sensation Boys Like Girls...,2010-05-03T15:38:00.000000+00:00,False,False,min
13314652289,trump,Providing backstage commentary at the Miss USA Pageant will be comedic mother-daughter duo Joan and Melissa Rivers. A fantastic lineup!,2010-05-03T15:43:00.000000+00:00,False,False,min
13444373897,trump,We're all very happy to hear of Bret Michael's progress and send our best wishes for his full recovery.,2010-05-05T18:57:00.000000+00:00,False,False,min
13936645875,trump,Looking forward to the 2010 Miss USA Pageant,2010-05-13T20:53:00.000000+00:00,False,False,min
14171725850,trump,Congratulations to our new Miss USA,2010-05-17T15:48:00.000000+00:00,False,False,min
14305093521,trump,Put this on your calendar: The Celebrity Apprentice live finale is this Sunday at 9 p.m. on NBC. Who will be the next Celebrity Apprentice?,2010-05-19T15:58:00.000000+00:00,False,False,min
14364932158,trump,Check out Ivanka's new FaceBook page and keep up with what's happening--from The Celebrity Apprentice,2010-05-20T13:33:00.000000+00:00,False,False,min
14371483646,trump,The latest update on Bret Michaels is that he's making every effort to attend the live finale of Celebrity Apprentice on Sunday--so tune in!,2010-05-20T15:22:00.000000+00:00,False,False,min
14429237277,trump,Who's your pick-- @ bretmichaels or @ hollyrpeete ? Vote now on Ivanka's new Facebook page! http://ow.ly/1NfMt,2010-05-21T12:54:00.000000+00:00,False,False,min
14628551705,trump,Congratulations to Bret Michaels,2010-05-24T14:03:00.000000+00:00,False,False,min
14691984203,trump,Ivanka caught up with Bret and Holly backstage. Both Bret and Holly were champions all the way. http://bit.ly/ckmKKU,2010-05-25T12:16:00.000000+00:00,False,False,min
14700122010,trump,The ratings for the Celebrity Apprentice were fantastic and everyone had a great time. It was a terrific season -- congrats to everyone!,2010-05-25T14:31:00.000000+00:00,False,False,min
14764340745,trump,Scotland is beautiful. I spent several years looking for the right place,2010-05-26T12:51:00.000000+00:00,False,False,min
14785010269,trump,The North Coast of Scotland is spectacular--the sea,2010-05-26T18:59:00.000000+00:00,False,False,min
14848387814,trump,The Dunes here are amazing,2010-05-27T16:24:00.000000+00:00,False,False,min
14917052148,trump,Wishing everyone a Happy Memorial Day Weekend,2010-05-28T15:24:00.000000+00:00,False,False,min
15275512684,trump,I'll be turning the table on Larry King this Saturday night. I'll be interviewing him in honor of the 25th Anniversary of his show.,2010-06-02T19:37:00.000000+00:00,False,False,min
15418820627,trump,Checking out the course at TNGC Westchester and it is fantastic. Should be a great season. http://www.trumpnationalwestchester.com/,2010-06-04T13:22:00.000000+00:00,False,False,min
15433442939,trump,Be sure to watch the Larry King Show tomorrow night on CNN,2010-06-04T17:08:00.000000+00:00,False,False,min
15518022208,trump,Tonight I trade places with Larry King @ kingsthings and interview him on the 25th anniversary of his show. 9PM on CNN featuring best clips.,2010-06-05T22:33:00.000000+00:00,False,False,min
15725359599,trump,I am honored to be chosen by Gray Line for their NY Ride of Fame Campaign. Today we had the ribbon cutting ceremony in front of Trump Tower.,2010-06-08T17:55:00.000000+00:00,False,False,min
15780161325,trump,Check out Gray Line's site for the Donald Trump Ride of Fame... http://www.newyorksightseeing.com/,2010-06-09T12:03:00.000000+00:00,False,False,min
15782670445,trump,Rima Fakih,2010-06-09T12:46:00.000000+00:00,False,False,min
15860673821,trump,WSJ covers Ride of Fame http://online.wsj.com/article/SB10001424052748704575304575297082506166258.html?mod=WSJ_NY_RealEstate_MIDDLE_LSMini,2010-06-10T15:10:00.000000+00:00,False,False,min
16225665355,trump,Had a fantastic dinner last night at Quattro,2010-06-15T12:49:00.000000+00:00,False,False,min
16225838646,trump,And Trump SoHo New York is one of the hottest new hotels anywhere.... http://www.trump.com/Hotel_Collection/Trump_SoHo/Trump_SoHo.asp,2010-06-15T12:51:00.000000+00:00,False,False,min
16393424310,trump,Tune in tonight at 9 pm on TV One for 'The Ultimate Merger' starring the one and only Omarosa and twelve brave bachelors ...,2010-06-17T13:36:00.000000+00:00,False,False,min
16393566152,trump,The Ultimate Merger: http://www.nydailynews.com/entertainment/tv/2010/06/17/2010-06-17_omarosa_is_back_and_this_time_its_personal.html,2010-06-17T13:38:00.000000+00:00,False,False,min
16692957931,trump,Tonight be sure to watch Melania and Ivanka on Larry King Live for a Celebrity Relief Telethon http://larrykinglive.blogs.cnn.com/,2010-06-21T12:18:00.000000+00:00,False,False,min
16700609758,trump,For more information on tonight's two hour telethon,2010-06-21T14:18:00.000000+00:00,False,False,min
16781267906,trump,Great job on the Larry King Live Gulf Telethon last night--$1.3 million was raised in 2 hours.,2010-06-22T15:09:00.000000+00:00,False,False,min
16951303040,trump,The Eric Trump Foundation has raised over $1,2010-06-24T17:44:00.000000+00:00,False,False,min
17254625071,trump,'Trading Shots with Donald Trump'--a great article in the Wall Street Journal http://bit.ly/c9eZbq,2010-06-28T13:22:00.000000+00:00,False,False,min
17494917112,trump,Work is expected to begin today on my golf course in Scotland. It will be spectacular! http://bit.ly/blp1Tq,2010-07-01T13:11:00.000000+00:00,False,False,min
17572473837,trump,Wishing everyone a wonderful Independence Day weekend. We have a lot to be thankful for.,2010-07-02T12:41:00.000000+00:00,False,False,min
17580961111,trump,Due to popular demand,2010-07-02T14:27:00.000000+00:00,False,False,min
17872565508,trump,The new edition of The Apprentice will be on Thursdays this fall at 10 pm ET---I'm putting people back to work!,2010-07-06T13:52:00.000000+00:00,False,False,min
18531733257,trump,George Steinbrenner was a great friend and a true legend. There will never be anyone like him in New York. We've lost a truly great man.,2010-07-14T15:28:00.000000+00:00,False,False,min
18941700846,trump,Visited some very beautiful golf courses this weekend...this is one...http://www.trump.com/Golf_Clubs/Hudson_Valley/Hudson_Valley.asp,2010-07-19T19:29:00.000000+00:00,False,False,min
18941891817,trump,and here's another....http://www.trump.com/Golf_Clubs/Colts_Neck/Colts_Neck.asp,2010-07-19T19:36:00.000000+00:00,False,False,min
18943266082,trump,and yet another ...all of them are spectacular. http://www.trump.com/Golf_Clubs/Westchester/Westchester.asp,2010-07-19T20:03:00.000000+00:00,False,False,min
19000595542,trump,I'm proud to accept the 2010 HollyRod Foundation Humanitarian Award from Holly Robinson Peete,2010-07-20T14:10:00.000000+00:00,False,False,min
19854825601,trump,Could this be my newest apprentice? http://www.youtube.com/user/MattressSerta ...Enter the contest .. .http://www.facebook.com/sertamattress,2010-07-29T20:03:00.000000+00:00,False,False,min
19855081470,trump,I'm helping the Serta Counting Sheep get back to work. Enter the contest http://www.facebook.com/sertamattress and win a trip to Las Vegas..,2010-07-29T20:07:00.000000+00:00,False,False,min
19855387501,trump,and stay at the fantastic Trump International Hotel Las Vegas ...http://www.trump.com/Hotel_Collection/Trump_Las_Vegas/Trump_Las_Vegas.asp,2010-07-29T20:13:00.000000+00:00,False,False,min
19918744500,trump,Enter the contest....http://www.facebook.com/sertamattress...and stay at Trump International Hotel Las Vegas,2010-07-30T14:41:00.000000+00:00,False,False,min
20307423177,trump,The Miss Universe Pageant will be on August 23 (9-11 p.m. on NBC,2010-08-04T13:15:00.000000+00:00,False,False,min
20307691790,trump,Performing live on the Miss Universe Pageant from the Mandalay Bay Resort & Casino will be Telemundo,2010-08-04T13:19:00.000000+00:00,False,False,min
20708393094,trump,Mark your calenders for August 23rd: http://www.missuniverse.com/,2010-08-09T12:38:00.000000+00:00,False,False,min
20979570755,trump,The Eric Trump Foundation,2010-08-12T13:32:00.000000+00:00,False,False,min
20980599529,trump,Eric's Sept. 14th event will be held at Trump National Golf Club Westchester. http://www.trump.com/Golf_Clubs/Westchester/Westchester.asp,2010-08-12T13:46:00.000000+00:00,False,False,min
21003563007,trump,Check out the last webisode in our 3 part series featuring me with Serta. Which one was your favorite? www.youtube.com/user/mattressserta,2010-08-12T19:35:00.000000+00:00,False,False,min
21004161659,trump,Check out the last webisode www.youtube.com/user/mattressserta in our 3 part series featuring me with Serta. Which one was your favorite?,2010-08-12T19:46:00.000000+00:00,False,False,min
21004329713,trump,Friday is the last day to enter the Counting Sheep for Hire contest. Click here www.youtube.com/user/mattressserta and you could win a trip,2010-08-12T19:49:00.000000+00:00,False,False,min
21004551484,trump,That trip would be to the Trump International Hotel Las Vegas...http://www.trump.com/Hotel_Collection/Trump_Las_Vegas/Trump_Las_Vegas.asp,2010-08-12T19:52:00.000000+00:00,False,False,min
21004697973,trump,So don't forget to enter the Serta Counting Sheep for Hire contest! www.youtube.com/user/mattressserta,2010-08-12T19:55:00.000000+00:00,False,False,min
21598934653,trump,The original Apprentice returns with a two hour premiere on Thursday September 16th. Looking forward to a fantastic season!,2010-08-19T17:35:00.000000+00:00,False,False,min
21601308367,trump,Four more days until the Miss Universe Pageant. Be sure to tune in on Monday night at 9 p.m. on NBC--it will be an amazing show.,2010-08-19T18:15:00.000000+00:00,False,False,min
21915730688,trump,It's going to get hotter in Las Vegas tonight! Watch the Miss Universe Pageant tonight on NBC at 9 p.m. I'm looking forward to being there!,2010-08-23T12:55:00.000000+00:00,False,False,min
22003109005,trump,Congratulations to Miss Mexico,2010-08-24T13:07:00.000000+00:00,False,False,min
22207798183,trump,The Miss Universe Pageant raked in some great ratings! A great job by everyone.,2010-08-26T19:42:00.000000+00:00,False,False,min
22551244200,trump,Spent a beautiful weekend golfing at Trump National Golf Club Westchester and Trump National Golf Club Bedminster.,2010-08-30T18:50:00.000000+00:00,False,False,min
22644749933,trump,Went to the Yankees game last night with Bill O'Reilly--we had a great time watching the Yankees win!,2010-08-31T19:00:00.000000+00:00,False,False,min
22742724001,trump,I'll be on The Late Show with David Letterman tonight--be sure to tune in for a great show. 11:30 pm on CBS.,2010-09-01T20:38:00.000000+00:00,False,False,min
22812121662,trump,Check out Serta's Counting Sheep (and me) at the Trump International Hotel New York http://bit.ly/SertaRm9,2010-09-02T15:27:00.000000+00:00,False,False,min
22812888292,trump,Check out Trump International Hotel & Tower New York --spectacular! http://www.trump.com/Hotel_Collection/Trump_New_york/Trump_New_York.asp,2010-09-02T15:37:00.000000+00:00,False,False,min
23249994601,trump,I was invited by Caroline Wozniacki to sit with her family in her special box during her match at the U.S. Open yesterday. She's fantastic!,2010-09-07T15:06:00.000000+00:00,False,False,min
23259108430,trump,There's a lot going on at the Eric Trump Foundation ... http://bit.ly/9rJ0sn,2010-09-07T17:07:00.000000+00:00,False,False,min
24024630761,trump,Coming up soon: The two hour premiere of The Apprentice. Next Thursday,2010-09-09T15:29:00.000000+00:00,False,False,min
24508012246,trump,I am very happy to have the civilian version of 'The Apprentice' back on the air this fall. There will be excitement as well as opportunity.,2010-09-14T19:52:00.000000+00:00,False,False,min
24570735633,trump,Eric did a great job with his Eric Trump Foundation annual charity outing. I'm proud of him. http://bit.ly/c1y3c3,2010-09-15T12:43:00.000000+00:00,False,False,min
24673275254,trump,Don't forget to tune in tonight for the two hour premiere of The Apprentice. 9 pm EST on NBC. We're all in for a fantastic new season!,2010-09-16T14:25:00.000000+00:00,False,False,min
24783636234,trump,Be sure to tune in for Melania's second QVC show for 'Melania Timepieces & Jewelry' tonight,2010-09-17T17:55:00.000000+00:00,False,False,min
25330385195,trump,Don't forget to tune in tonight at 10 p.m. on NBC for another action packed episode of The Apprentice. http://bit.ly/bnAuAv,2010-09-23T17:22:00.000000+00:00,False,False,min
25436192384,trump,See the new sizzle reel for The Apprentice http://bit.ly/ax8nah,2010-09-24T19:27:00.000000+00:00,False,False,min
25988176664,trump,Tune in tonight at 10 pm on NBC for another exciting episode of The Apprentice -- and see the Dog Whisperer make an appearance.,2010-09-30T14:10:00.000000+00:00,False,False,min
26092980045,trump,Read Ivanka's blog about last night's Apprentice on Entertainment Weekly ...http://bit.ly/bMNF72,2010-10-01T14:59:00.000000+00:00,False,False,min
26551913010,trump,I'm honored to be presented the award of Doctor of Business Administration Honoris Causa from Robert Gordon University in Aberdeen,2010-10-06T12:40:00.000000+00:00,False,False,min
26651899791,trump,Don't forget to tune in tonight for another exciting episode of The Apprentice--10 p.m. on NBC.,2010-10-07T13:11:00.000000+00:00,False,False,min
26652912130,trump,Scotland is beautiful and Trump Internatonal Golf Links-Scotland is progressing beautifully as well. http://bit.ly/bUWWNb,2010-10-07T13:22:00.000000+00:00,False,False,min
27343104700,trump,Be sure to watch The Apprentice tonight,2010-10-14T13:00:00.000000+00:00,False,False,min
27362772649,trump,An HR solutions company polled 1,2010-10-14T16:48:00.000000+00:00,False,False,min
28042446926,trump,Don't forget to tune in tonight to see another unpredictable and exciting episode of The Apprentice-- 10 pm on NBC,2010-10-21T15:38:00.000000+00:00,False,False,min
28888487946,trump,Be prepared for a sensational episode of The Apprentice tomorrow night,2010-10-27T12:14:00.000000+00:00,False,False,min
29014512646,trump,I was on The View this morning. We talked about The Apprentice. Tonight's episode is a great one--tough,2010-10-28T17:53:00.000000+00:00,False,False,min
29601992948,trump,I'll be discussing a variety of topics tonight with Greta Van Susteren,2010-11-03T19:11:00.000000+00:00,False,False,min
29674109995,trump,Tonight's episode of The Apprentice is one you won't want to miss! Be sure to tune in--10 p.m. on NBC.,2010-11-04T14:00:00.000000+00:00,False,False,min
2742379589144576,trump,Tonight's episode of The Apprentice has a big surprise at the top of the show -- don't miss it! 10 p.m. on NBC.,2010-11-11T15:20:08.902000+00:00,False,False,ms
4257859944579073,trump,My interview last week with Greta van Susteren is available here in slightly abridged form. http://bit.ly/96ztOA Good info to know about.,2010-11-15T19:42:07.575000+00:00,False,False,ms
5285497953853441,trump,We're getting down to the wire on The Apprentice--tune in tonight for some great action! 10 p.m. on NBC.,2010-11-18T15:45:35.569000+00:00,False,False,ms
5307138364674048,trump,'CNBC Titans: Donald Trump ' will be shown Friday Nov 19th at 9 pm and 1 am,2010-11-18T17:11:35.045000+00:00,False,False,ms
6759410504310784,trump,Staff Sgt. Salvatore A. Giunta received the Medal of Honor from Pres. Obama this month. It was a great honor to have him visit me today.,2010-11-22T17:22:23.705000+00:00,False,False,ms
