ticker,session_date,open,high,low,close,volume
XLI,2024-01-25T00:00:00Z,84.42,84.76,84.07,84.41,4668753
XLI,2024-01-26T00:00:00Z,84.51,85.96,84.17,85.62,1917600
XLI,2024-01-29T00:00:00Z,86.02,86.44,85.68,86.1,4133308
XLI,2024-01-30T00:00:00Z,86.48,86.83,85.19,85.53,1148764
XLI,2024-01-31T00:00:00Z,85.01,85.35,84.4,84.74,3527431
XLI,2024-02-01T00:00:00Z,84.84,85.18,82.92,83.25,3445061
XLI,2024-02-02T00:00:00Z,83.14,84.73,82.81,84.39,2973132
XLI,2024-02-05T00:00:00Z,84.49,84.97,84.15,84.63,4644411
XLI,2024-02-06T00:00:00Z,84.71,85.05,84.21,84.55,1547332
XLI,2024-02-07T00:00:00Z,84.59,84.97,84.25,84.63,4539802
XLI,2024-02-08T00:00:00Z,84.15,85.02,83.81,84.68,4358150
XLI,2024-02-09T00:00:00Z,84.9,86.24,84.56,85.9,2557436
XLI,2024-02-12T00:00:00Z,85.35,85.69,84.95,85.29,3107338
XLI,2024-02-13T00:00:00Z,85.4,85.82,85.06,85.48,4330886
XLI,2024-02-14T00:00:00Z,85.63,85.97,83.93,84.27,1320269
XLI,2024-02-15T00:00:00Z,84.26,84.6,82.1,82.43,1864466
XLI,2024-02-16T00:00:00Z,82.3,84.36,81.97,84.02,2752550
XLI,2024-02-20T00:00:00Z,84.15,84.49,82.96,83.29,4317863
XLI,2024-02-21T00:00:00Z,83.63,83.96,83.1,83.43,1979668
XLI,2024-02-22T00:00:00Z,83.7,84.03,82.17,82.5,3755592
XLI,2024-02-23T00:00:00Z,82.81,83.14,81.58,81.91,2268533
XLI,2024-02-26T00:00:00Z,81.72,82.05,81.36,81.69,1275233
XLI,2024-02-27T00:00:00Z,81.5,81.86,81.17,81.53,4460386
XLI,2024-02-28T00:00:00Z,81.45,82.57,81.12,82.24,4397543
XLI,2024-02-29T00:00:00Z,82.13,82.79,81.8,82.46,4923873
XLV,2024-01-02T00:00:00Z,90.15,91.04,89.79,90.68,4481023
XLV,2024-01-03T00:00:00Z,90.35,92.58,89.99,92.21,3018846
XLV,2024-01-04T00:00:00Z,91.93,92.83,91.56,92.46,4621048
XLV,2024-01-05T00:00:00Z,92.37,92.74,91.77,92.14,3930545
XLV,2024-01-08T00:00:00Z,92.61,95.21,92.24,94.83,2724446
XLV,2024-01-09T00:00:00Z,95.14,95.75,94.76,95.37,2924692
XLV,2024-01-10T00:00:00Z,95.68,96.37,95.3,95.99,1634882
XLV,2024-01-11T00:00:00Z,96.38,96.93,95.99,96.54,1556592
XLV,2024-01-12T00:00:00Z,96.45,96.84,95.74,96.12,3303275
XLV,2024-01-16T00:00:00Z,96.01,96.39,95.12,95.5,4285888
XLV,2024-01-17T00:00:00Z,95.55,95.93,94.08,94.46,4696342
XLV,2024-01-18T00:00:00Z,94.87,95.79,94.49,95.41,3576690
XLV,2024-01-19T00:00:00Z,95.23,95.61,94.21,94.59,1521451
XLV,2024-01-22T00:00:00Z,95.03,95.41,94.36,94.74,2243134
XLV,2024-01-23T00:00:00Z,94.78,95.16,93.92,94.3,4824296
XLV,2024-01-24T00:00:00Z,94.12,95.01,93.74,94.63,4128045
XLV,2024-01-25T00:00:00Z,94.93,95.31,93.52,93.9,4398438
XLV,2024-01-26T00:00:00Z,94.3,95.97,93.92,95.59,1793258
XLV,2024-01-29T00:00:00Z,95.87,96.48,95.49,96.1,2558526
XLV,2024-01-30T00:00:00Z,96.11,96.49,94.67,95.05,4311649
XLV,2024-01-31T00:00:00Z,94.57,94.95,92.45,92.82,4782958
XLV,2024-02-01T00:00:00Z,93.11,93.48,92.31,92.68,4779367
XLV,2024-02-02T00:00:00Z,93.01,93.57,92.64,93.2,3387635
XLV,2024-02-05T00:00:00Z,93.02,93.39,92.37,92.74,1392067
XLV,2024-02-06T00:00:00Z,92.84,93.21,90.58,90.94,3631622
XLV,2024-02-07T00:00:00Z,91.02,91.38,89.27,89.63,2762073
XLV,2024-02-08T00:00:00Z,88.98,89.34,88.52,88.88,1611069
XLV,2024-02-09T00:00:00Z,88.57,89.44,88.22,89.08,4870841
XLV,2024-02-12T00:00:00Z,89.19,89.76,88.83,89.4,1263917
XLV,2024-02-13T00:00:00Z,89.78,91.04,89.42,90.68,4079790
XLV,2024-02-14T00:00:00Z,91.14,91.5,90.33,90.69,2808107
XLV,2024-02-15T00:00:00Z,90.66,91.02,90.09,90.45,4855749
XLV,2024-02-16T00:00:00Z,90.61,90.97,89.64,90.0,2059422
XLV,2024-02-20T00:00:00Z,90.09,90.61,89.73,90.25,2506817
XLV,2024-02-21T00:00:00Z,90.16,90.52,89.02,89.38,1746198
XLV,2024-02-22T00:00:00Z,90.1,90.61,89.74,90.25,4435163
XLV,2024-02-23T00:00:00Z,90.01,91.28,89.65,90.92,1601006
XLV,2024-02-26T00:00:00Z,90.97,91.93,90.61,91.56,3825950
XLV,2024-02-27T00:00:00Z,91.49,91.86,89.18,89.54,4137242
XLV,2024-02-28T00:00:00Z,89.8,90.2,89.44,89.84,1103389
XLV,2024-02-29T00:00:00Z,90.02,90.38,89.39,89.75,1595119
XLP,2024-01-02T00:00:00Z,100.06,100.91,99.66,100.51,2444726
XLP,2024-01-03T00:00:00Z,100.45,100.85,99.3,99.7,1117173
XLP,2024-01-04T00:00:00Z,99.98,100.38,99.38,99.78,2985459
XLP,2024-01-05T00:00:00Z,100.02,100.42,99.42,99.82,4684319
XLP,2024-01-08T00:00:00Z,100.23,100.63,99.46,99.86,1771942
XLP,2024-01-09T00:00:00Z,99.76,100.16,99.13,99.53,3236519
XLP,2024-01-10T00:00:00Z,99.38,99.78,98.7,99.1,4765123
XLP,2024-01-11T00:00:00Z,99.19,100.0,98.79,99.6,1934564
XLP,2024-01-12T00:00:00Z,99.51,100.59,99.11,100.19,4166105
XLP,2024-01-16T00:00:00Z,100.31,101.6,99.91,101.2,3781643
XLP,2024-01-17T00:00:00Z,101.35,101.91,100.94,101.5,1086191
XLP,2024-01-18T00:00:00Z,101.13,102.51,100.73,102.1,1553733
XLP,2024-01-19T00:00:00Z,101.76,102.79,101.35,102.38,4107470
XLP,2024-01-22T00:00:00Z,102.75,103.16,101.73,102.14,2250020
XLP,2024-01-23T00:00:00Z,102.06,102.47,101.32,101.73,2865673
XLP,2024-01-24T00:00:00Z,101.44,101.85,99.97,100.37,3219656
XLP,2024-01-25T00:00:00Z,100.66,101.43,100.26,101.03,2749970
XLP,2024-01-26T00:00:00Z,101.66,102.07,100.74,101.14,2850935
XLP,2024-01-29T00:00:00Z,101.21,102.43,100.81,102.02,2975045
XLP,2024-01-30T00:00:00Z,102.18,102.94,101.77,102.53,1455565
XLP,2024-01-31T00:00:00Z,102.46,104.17,102.05,103.75,3886521
XLP,2024-02-01T00:00:00Z,104.03,105.78,103.61,105.36,4893439
XLP,2024-02-02T00:00:00Z,104.93,106.41,104.51,105.99,2810750
XLP,2024-02-05T00:00:00Z,106.36,109.2,105.93,108.76,2427690
XLP,2024-02-06T00:00:00Z,108.93,109.37,108.27,108.7,2939594
XLP,2024-02-07T00:00:00Z,108.61,109.04,107.84,108.27,4166846
XLP,2024-02-08T00:00:00Z,108.28,108.77,107.85,108.34,3931783
XLP,2024-02-09T00:00:00Z,108.0,108.81,107.57,108.38,1917437
XLP,2024-02-12T00:00:00Z,108.21,110.42,107.78,109.98,3637883
XLP,2024-02-13T00:00:00Z,109.84,111.72,109.4,111.27,2779261
XLP,2024-02-14T00:00:00Z,111.17,111.61,109.52,109.96,3844487
XLP,2024-02-15T00:00:00Z,109.12,109.6,108.68,109.16,3280614
XLP,2024-02-16T00:00:00Z,109.18,109.62,107.87,108.3,1090678
XLP,2024-02-20T00:00:00Z,108.79,110.78,108.35,110.34,1170066
XLP,2024-02-21T00:00:00Z,110.67,111.11,110.23,110.67,4735286
XLP,2024-02-22T00:00:00Z,110.38,110.82,109.4,109.84,1427952
XLP,2024-02-23T00:00:00Z,109.83,110.27,108.36,108.8,4654488
XLP,2024-02-26T00:00:00Z,108.82,109.26,106.01,106.44,3497330
XLP,2024-02-27T00:00:00Z,106.54,107.18,106.11,106.75,2100949
XLP,2024-02-28T00:00:00Z,106.65,107.99,106.22,107.56,3223758
XLP,2024-02-29T00:00:00Z,107.99,108.42,105.81,106.23,4196061
XLY,2024-01-02T00:00:00Z,110.18,111.6,109.74,111.16,2215056
XLY,2024-01-03T00:00:00Z,111.12,112.15,110.68,111.7,3193872
XLY,2024-01-04T00:00:00Z,111.41,111.86,109.99,110.43,2723038
XLY,2024-01-05T00:00:00Z,110.83,111.27,110.01,110.45,4109770
XLY,2024-01-08T00:00:00Z,110.55,110.99,108.2,108.63,2225802
XLY,2024-01-09T00:00:00Z,108.24,109.17,107.81,108.74,1578028
XLY,2024-01-10T00:00:00Z,109.02,110.87,108.58,110.43,2599823
XLY,2024-01-11T00:00:00Z,110.13,111.29,109.69,110.85,3347187
XLY,2024-01-12T00:00:00Z,110.7,111.14,109.36,109.8,2982503
XLY,2024-01-16T00:00:00Z,109.79,110.23,108.58,109.02,3050419
XLY,2024-01-17T00:00:00Z,108.92,109.36,107.59,108.02,3734914
XLY,2024-01-18T00:00:00Z,108.36,108.79,107.63,108.06,1598994
XLY,2024-01-19T00:00:00Z,108.06,108.49,107.28,107.71,3605259
XLY,2024-01-22T00:00:00Z,107.77,109.2,107.34,108.76,2639830
XLY,2024-01-23T00:00:00Z,108.8,109.24,108.27,108.7,3209676
XLY,2024-01-24T00:00:00Z,109.19,109.63,108.53,108.97,1341302
XLY,2024-01-25T00:00:00Z,108.76,109.2,106.68,107.11,3806021
XLY,2024-01-26T00:00:00Z,106.87,107.92,106.44,107.49,1487177
XLY,2024-01-29T00:00:00Z,106.55,106.98,103.19,103.6,4662244
XLY,2024-01-30T00:00:00Z,103.44,103.85,102.37,102.78,4777918
XLY,2024-01-31T00:00:00Z,102.86,104.98,102.45,104.56,2207641
XLY,2024-02-01T00:00:00Z,104.68,106.14,104.26,105.72,4004571
XLY,2024-02-02T00:00:00Z,105.63,106.61,105.21,106.19,2768779
XLY,2024-02-05T00:00:00Z,105.9,106.32,104.19,104.61,1620837
XLY,2024-02-06T00:00:00Z,104.14,105.09,103.72,104.67,3198494
XLY,2024-02-07T00:00:00Z,104.58,105.66,104.16,105.24,1783598
XLY,2024-02-08T00:00:00Z,104.72,105.78,104.3,105.36,2631060
XLY,2024-02-09T00:00:00Z,105.03,105.99,104.61,105.57,4060932
XLY,2024-02-12T00:00:00Z,105.61,106.73,105.19,106.3,4942791
XLY,2024-02-13T00:00:00Z,106.44,108.48,106.01,108.05,4799293
XLY,2024-02-14T00:00:00Z,107.87,108.81,107.44,108.38,1355077
XLY,2024-02-15T00:00:00Z,108.59,109.02,107.41,107.84,4117050
XLY,2024-02-16T00:00:00Z,107.71,108.14,106.77,107.2,3561796
XLY,2024-02-20T00:00:00Z,107.16,108.03,106.73,107.6,4644193
XLY,2024-02-21T00:00:00Z,107.34,107.77,106.84,107.27,4680323
XLY,2024-02-22T00:00:00Z,107.52,107.95,106.35,106.78,1226240
XLY,2024-02-23T00:00:00Z,106.52,106.95,105.15,105.57,3720057
XLY,2024-02-26T00:00:00Z,106.27,106.7,105.16,105.58,4917800
XLY,2024-02-27T00:00:00Z,105.26,106.17,104.84,105.75,2068508
XLY,2024-02-28T00:00:00Z,105.69,106.11,104.56,104.98,2115148
XLY,2024-02-29T00:00:00Z,105.08,105.59,104.66,105.17,2467176
XLB,2024-01-02T00:00:00Z,120.52,121.04,120.04,120.56,1588909
XLB,2024-01-03T00:00:00Z,120.91,121.9,120.43,121.41,1931833
XLB,2024-01-04T00:00:00Z,121.77,122.26,121.06,121.55,4864597
XLB,2024-01-05T00:00:00Z,121.59,122.86,121.1,122.37,3551474
XLB,2024-01-08T00:00:00Z,122.98,125.01,122.49,124.51,4333591
XLB,2024-01-09T00:00:00Z,124.32,126.22,123.82,125.72,4747507
XLB,2024-01-10T00:00:00Z,125.68,126.45,125.18,125.95,1186027
XLB,2024-01-11T00:00:00Z,126.01,127.0,125.51,126.49,4648825
XLB,2024-01-12T00:00:00Z,126.25,126.75,125.63,126.13,1845662
XLB,2024-01-16T00:00:00Z,126.13,128.68,125.63,128.17,2263833
XLB,2024-01-17T00:00:00Z,127.88,130.74,127.37,130.22,2068034
XLB,2024-01-18T00:00:00Z,129.43,130.24,128.91,129.72,2006473
XLB,2024-01-19T00:00:00Z,130.59,131.96,130.07,131.43,1303406
XLB,2024-01-22T00:00:00Z,131.89,132.51,131.36,131.98,2837938
XLB,2024-01-23T00:00:00Z,132.67,133.91,132.14,133.38,3070232
XLB,2024-01-24T00:00:00Z,133.19,133.88,132.66,133.35,1341739
XLB,2024-01-25T00:00:00Z,133.39,136.42,132.86,135.88,1645065
XLB,2024-01-26T00:00:00Z,135.1,137.21,134.56,136.66,2848177
XLB,2024-01-29T00:00:00Z,136.09,136.63,133.92,134.46,3344662
XLB,2024-01-30T00:00:00Z,134.48,135.02,131.42,131.95,1165052
XLB,2024-01-31T00:00:00Z,132.24,132.77,131.45,131.98,1922958
XLB,2024-02-01T00:00:00Z,132.54,135.01,132.01,134.47,4919413
XLB,2024-02-02T00:00:00Z,133.69,137.71,133.16,137.16,1449987
XLB,2024-02-05T00:00:00Z,136.84,137.39,135.9,136.45,3269435
XLB,2024-02-06T00:00:00Z,136.61,137.16,133.98,134.52,4260921
XLB,2024-02-07T00:00:00Z,134.01,135.2,133.47,134.66,3248839
XLB,2024-02-08T00:00:00Z,134.45,134.99,133.12,133.65,1069451
XLB,2024-02-09T00:00:00Z,134.17,136.3,133.63,135.76,1414819
XLB,2024-02-12T00:00:00Z,135.96,137.75,135.42,137.2,1914629
XLB,2024-02-13T00:00:00Z,137.06,139.8,136.51,139.24,3766650
XLB,2024-02-14T00:00:00Z,139.76,140.39,139.2,139.83,2796292
XLB,2024-02-15T00:00:00Z,139.97,140.53,138.86,139.42,3706152
XLB,2024-02-16T00:00:00Z,139.26,143.5,138.7,142.93,3368384
XLB,2024-02-20T00:00:00Z,142.52,144.76,141.95,144.18,3950625
XLB,2024-02-21T00:00:00Z,143.84,144.42,142.93,143.5,4103237
XLB,2024-02-22T00:00:00Z,143.66,144.23,142.16,142.73,3173292
XLB,2024-02-23T00:00:00Z,142.6,144.37,142.03,143.79,2565301
XLB,2024-02-26T00:00:00Z,143.54,144.11,142.12,142.69,1718829
XLB,2024-02-27T00:00:00Z,142.74,143.5,142.17,142.93,3117493
XLB,2024-02-28T00:00:00Z,142.66,144.91,142.09,144.33,1106058
XLB,2024-02-29T00:00:00Z,144.67,145.25,141.36,141.93,1651136
SMH,2024-01-02T00:00:00Z,130.46,130.98,129.7,130.22,1320680
SMH,2024-01-03T00:00:00Z,130.39,131.58,129.87,131.06,4838295
SMH,2024-01-04T00:00:00Z,131.14,131.66,128.94,129.46,3917971
SMH,2024-01-05T00:00:00Z,129.74,130.26,129.04,129.56,1554187
SMH,2024-01-08T00:00:00Z,129.83,130.35,127.31,127.82,2482528
SMH,2024-01-09T00:00:00Z,127.66,128.17,126.72,127.23,3090717
SMH,2024-01-10T00:00:00Z,127.38,127.89,126.51,127.02,4497771
SMH,2024-01-11T00:00:00Z,127.53,128.32,127.02,127.81,3051849
SMH,2024-01-12T00:00:00Z,127.75,128.32,127.24,127.81,1923055
SMH,2024-01-16T00:00:00Z,127.6,128.11,126.83,127.34,4687122
SMH,2024-01-17T00:00:00Z,126.39,127.0,125.88,126.49,3017104
SMH,2024-01-18T00:00:00Z,125.92,126.42,124.86,125.36,1330395
SMH,2024-01-19T00:00:00Z,125.33,127.54,124.83,127.03,3950352
SMH,2024-01-22T00:00:00Z,127.15,128.69,126.64,128.18,2223596
SMH,2024-01-23T00:00:00Z,128.08,128.89,127.57,128.38,1160590
SMH,2024-01-24T00:00:00Z,128.13,130.6,127.62,130.08,2046935
SMH,2024-01-25T00:00:00Z,129.85,131.54,129.33,131.02,4044217
SMH,2024-01-26T00:00:00Z,130.87,131.39,129.56,130.08,2443560
SMH,2024-01-29T00:00:00Z,129.92,130.44,128.42,128.94,2494673
SMH,2024-01-30T00:00:00Z,128.82,129.34,128.11,128.62,3644247
SMH,2024-01-31T00:00:00Z,128.67,129.41,128.16,128.89,3633309
SMH,2024-02-01T00:00:00Z,129.16,130.04,128.64,129.52,1052182
SMH,2024-02-02T00:00:00Z,129.61,132.01,129.09,131.48,1279110
SMH,2024-02-05T00:00:00Z,131.64,132.17,130.03,130.55,3784915
SMH,2024-02-06T00:00:00Z,129.82,131.62,129.3,131.1,1908168
SMH,2024-02-07T00:00:00Z,130.89,131.64,130.37,131.12,2308420
SMH,2024-02-08T00:00:00Z,131.28,132.86,130.75,132.33,4293716
SMH,2024-02-09T00:00:00Z,132.32,132.85,130.5,131.02,2716663
SMH,2024-02-12T00:00:00Z,131.4,131.93,129.85,130.37,4374739
SMH,2024-02-13T00:00:00Z,130.32,130.84,127.83,128.34,2940494
